X,CH1,Start,Increment,
Sequence,Volt,-2.740000e-02,1.000000e-04
0,2.40e-01,
1,8.00e-02,
2,8.00e-02,
3,2.40e-01,
4,8.00e-02,
5,2.40e-01,
6,8.00e-02,
7,2.40e-01,
8,8.00e-02,
9,2.40e-01,
10,8.00e-02,
11,2.40e-01,
12,8.00e-02,
13,2.40e-01,
14,8.00e-02,
15,2.40e-01,
16,8.00e-02,
17,2.40e-01,
18,8.00e-02,
19,2.40e-01,
20,8.00e-02,
21,2.40e-01,
22,8.00e-02,
23,2.40e-01,
24,8.00e-02,
25,2.40e-01,
26,0.00e+00,
27,2.40e-01,
28,0.00e+00,
29,2.40e-01,
30,0.00e+00,
31,2.40e-01,
32,2.40e-01,
33,0.00e+00,
34,2.40e-01,
35,0.00e+00,
36,8.00e-02,
37,2.40e-01,
38,8.00e-02,
39,2.40e-01,
40,8.00e-02,
41,2.40e-01,
42,8.00e-02,
43,2.40e-01,
44,8.00e-02,
45,2.40e-01,
46,8.00e-02,
47,2.40e-01,
48,8.00e-02,
49,2.40e-01,
50,8.00e-02,
51,2.40e-01,
52,8.00e-02,
53,2.40e-01,
54,8.00e-02,
55,2.40e-01,
56,8.00e-02,
57,2.40e-01,
58,8.00e-02,
59,2.40e-01,
60,8.00e-02,
61,2.40e-01,
62,2.40e-01,
63,8.00e-02,
64,8.00e-02,
65,2.40e-01,
66,2.40e-01,
67,8.00e-02,
68,8.00e-02,
69,2.40e-01,
70,8.00e-02,
71,2.40e-01,
72,2.40e-01,
73,8.00e-02,
74,8.00e-02,
75,2.40e-01,
76,8.00e-02,
77,2.40e-01,
78,8.00e-02,
79,2.40e-01,
80,2.40e-01,
81,8.00e-02,
82,8.00e-02,
83,2.40e-01,
84,8.00e-02,
85,2.40e-01,
86,8.00e-02,
87,2.40e-01,
88,8.00e-02,
89,2.40e-01,
90,8.00e-02,
91,2.40e-01,
92,8.00e-02,
93,2.40e-01,
94,2.40e-01,
95,8.00e-02,
96,8.00e-02,
97,2.40e-01,
98,8.00e-02,
99,2.40e-01,
100,8.00e-02,
101,2.40e-01,
102,8.00e-02,
103,2.40e-01,
104,8.00e-02,
105,2.40e-01,
106,2.40e-01,
107,8.00e-02,
108,2.40e-01,
109,8.00e-02,
110,2.40e-01,
111,8.00e-02,
112,2.40e-01,
113,8.00e-02,
114,2.40e-01,
115,8.00e-02,
116,2.40e-01,
117,8.00e-02,
118,2.40e-01,
119,8.00e-02,
120,8.00e-02,
121,2.40e-01,
122,2.40e-01,
123,8.00e-02,
124,2.40e-01,
125,8.00e-02,
126,8.00e-02,
127,2.40e-01,
128,8.00e-02,
129,2.40e-01,
130,8.00e-02,
131,2.40e-01,
132,8.00e-02,
133,2.40e-01,
134,2.40e-01,
135,8.00e-02,
136,8.00e-02,
137,2.40e-01,
138,8.00e-02,
139,2.40e-01,
140,8.00e-02,
141,2.40e-01,
142,8.00e-02,
143,2.40e-01,
144,8.00e-02,
145,2.40e-01,
146,8.00e-02,
147,2.40e-01,
148,8.00e-02,
149,2.40e-01,
150,8.00e-02,
151,2.40e-01,
152,2.40e-01,
153,8.00e-02,
154,8.00e-02,
155,2.40e-01,
156,8.00e-02,
157,2.40e-01,
158,8.00e-02,
159,2.40e-01,
160,8.00e-02,
161,2.40e-01,
162,8.00e-02,
163,2.40e-01,
164,8.00e-02,
165,2.40e-01,
166,8.00e-02,
167,2.40e-01,
168,8.00e-02,
169,2.40e-01,
170,8.00e-02,
171,2.40e-01,
172,2.40e-01,
173,8.00e-02,
174,2.40e-01,
175,8.00e-02,
176,8.00e-02,
177,2.40e-01,
178,8.00e-02,
179,2.40e-01,
180,2.40e-01,
181,8.00e-02,
182,8.00e-02,
183,2.40e-01,
184,8.00e-02,
185,2.40e-01,
186,8.00e-02,
187,2.40e-01,
188,8.00e-02,
189,2.40e-01,
190,0.00e+00,
191,2.40e-01,
192,1.60e-01,
193,0.00e+00,
194,0.00e+00,
195,2.40e-01,
196,2.40e-01,
197,0.00e+00,
198,1.60e-01,
199,0.00e+00,
200,8.00e-02,
201,2.40e-01,
202,0.00e+00,
203,2.40e-01,
204,2.40e-01,
205,0.00e+00,
206,8.00e-02,
207,2.40e-01,
208,8.00e-02,
209,2.40e-01,
210,8.00e-02,
211,2.40e-01,
212,8.00e-02,
213,2.40e-01,
214,8.00e-02,
215,2.40e-01,
216,8.00e-02,
217,2.40e-01,
218,8.00e-02,
219,2.40e-01,
220,8.00e-02,
221,2.40e-01,
222,2.40e-01,
223,8.00e-02,
224,2.40e-01,
225,8.00e-02,
226,2.40e-01,
227,8.00e-02,
228,2.40e-01,
229,8.00e-02,
230,8.00e-02,
231,2.40e-01,
232,8.00e-02,
233,2.40e-01,
234,8.00e-02,
235,2.40e-01,
236,8.00e-02,
237,2.40e-01,
238,2.40e-01,
239,8.00e-02,
240,2.40e-01,
241,8.00e-02,
242,2.40e-01,
243,8.00e-02,
244,8.00e-02,
245,2.40e-01,
246,8.00e-02,
247,2.40e-01,
248,8.00e-02,
249,2.40e-01,
250,8.00e-02,
251,2.40e-01,
252,8.00e-02,
253,2.40e-01,
254,8.00e-02,
255,2.40e-01,
256,8.00e-02,
257,2.40e-01,
258,2.40e-01,
259,8.00e-02,
260,8.00e-02,
261,2.40e-01,
262,8.00e-02,
263,2.40e-01,
264,2.40e-01,
265,8.00e-02,
266,2.40e-01,
267,8.00e-02,
268,8.00e-02,
269,2.40e-01,
270,2.40e-01,
271,8.00e-02,
272,2.40e-01,
273,8.00e-02,
274,0.00e+00,
275,5.92e+00,
276,2.80e+00,
277,4.00e-01,
278,4.80e-01,
279,8.00e-02,
280,8.00e-02,
281,2.40e-01,
282,2.40e-01,
283,8.00e-02,
284,2.40e-01,
285,8.00e-02,
286,2.40e-01,
287,8.00e-02,
288,8.00e-02,
289,2.40e-01,
290,2.40e-01,
291,8.00e-02,
292,2.40e-01,
293,8.00e-02,
294,-8.00e-02,
295,6.40e-01,
296,2.40e-01,
297,8.00e-02,
298,8.00e-02,
299,2.40e-01,
300,8.00e-02,
301,2.40e-01,
302,8.00e-02,
303,2.40e-01,
304,8.00e-02,
305,2.40e-01,
306,2.40e-01,
307,8.00e-02,
308,8.00e-02,
309,2.40e-01,
310,8.00e-02,
311,1.60e+00,
312,1.68e+00,
313,5.12e+00,
314,5.12e+00,
315,2.24e+00,
316,2.32e+00,
317,2.40e-01,
318,3.20e-01,
319,8.00e-02,
320,8.00e-02,
321,2.40e-01,
322,8.00e-02,
323,2.40e-01,
324,2.40e-01,
325,8.00e-02,
326,8.00e-02,
327,2.40e-01,
328,8.00e-02,
329,2.40e-01,
330,8.00e-02,
331,2.40e-01,
332,8.00e-02,
333,2.40e-01,
334,-8.00e-02,
335,3.20e-01,
336,8.00e-02,
337,2.40e-01,
338,8.00e-02,
339,2.40e-01,
340,8.00e-02,
341,2.40e-01,
342,8.00e-02,
343,2.40e-01,
344,8.00e-02,
345,2.40e-01,
346,2.40e-01,
347,8.00e-02,
348,8.00e-02,
349,2.40e-01,
350,8.00e-02,
351,1.36e+00,
352,1.36e+00,
353,4.16e+00,
354,4.24e+00,
355,1.84e+00,
356,1.92e+00,
357,8.00e-02,
358,2.40e-01,
359,0.00e+00,
360,0.00e+00,
361,2.40e-01,
362,2.40e-01,
363,0.00e+00,
364,1.60e-01,
365,0.00e+00,
366,8.00e-02,
367,2.40e-01,
368,8.00e-02,
369,2.40e-01,
370,8.00e-02,
371,2.40e-01,
372,8.00e-02,
373,3.20e-01,
374,-8.00e-02,
375,5.60e-01,
376,8.00e-02,
377,2.40e-01,
378,8.00e-02,
379,2.40e-01,
380,8.00e-02,
381,2.40e-01,
382,8.00e-02,
383,2.40e-01,
384,8.00e-02,
385,2.40e-01,
386,8.00e-02,
387,2.40e-01,
388,8.00e-02,
389,2.40e-01,
390,8.00e-02,
391,1.12e+00,
392,1.12e+00,
393,3.44e+00,
394,3.52e+00,
395,1.68e+00,
396,1.60e+00,
397,1.60e-01,
398,8.00e-02,
399,2.40e-01,
400,2.40e-01,
401,8.00e-02,
402,8.00e-02,
403,2.40e-01,
404,8.00e-02,
405,2.40e-01,
406,2.40e-01,
407,8.00e-02,
408,8.00e-02,
409,2.40e-01,
410,8.00e-02,
411,2.40e-01,
412,8.00e-02,
413,3.20e-01,
414,-8.00e-02,
415,3.20e-01,
416,2.40e-01,
417,8.00e-02,
418,8.00e-02,
419,2.40e-01,
420,2.40e-01,
421,8.00e-02,
422,8.00e-02,
423,2.40e-01,
424,8.00e-02,
425,2.40e-01,
426,2.40e-01,
427,8.00e-02,
428,8.00e-02,
429,2.40e-01,
430,8.00e-02,
431,8.80e-01,
432,8.80e-01,
433,2.96e+00,
434,2.96e+00,
435,1.28e+00,
436,1.28e+00,
437,8.00e-02,
438,8.00e-02,
439,3.20e-01,
440,2.40e-01,
441,8.00e-02,
442,2.40e-01,
443,8.00e-02,
444,2.40e-01,
445,8.00e-02,
446,2.40e-01,
447,8.00e-02,
448,2.40e-01,
449,8.00e-02,
450,2.40e-01,
451,8.00e-02,
452,8.00e-02,
453,4.00e-01,
454,0.00e+00,
