X,CH1,CH2,Start,Increment,
Sequence,Volt,Volt,-1.159200e-03,2.000000e-06
0,8.00e-02,-8.00e-02,
1,3.20e-01,8.00e-02,
2,8.00e-02,8.00e-02,
3,3.20e-01,-1.60e-01,
4,8.00e-02,-1.60e-01,
5,3.20e-01,8.00e-02,
6,8.00e-02,-8.00e-02,
7,2.40e-01,8.00e-02,
8,8.00e-02,-8.00e-02,
9,2.40e-01,1.60e-01,
10,2.40e-01,8.00e-02,
11,8.00e-02,-8.00e-02,
12,2.40e-01,-8.00e-02,
13,8.00e-02,1.60e-01,
14,8.00e-02,8.00e-02,
15,2.40e-01,-1.60e-01,
16,8.00e-02,8.00e-02,
17,2.40e-01,-8.00e-02,
18,8.00e-02,8.00e-02,
19,2.40e-01,-1.60e-01,
20,8.00e-02,8.00e-02,
21,2.40e-01,-1.60e-01,
22,8.00e-02,8.00e-02,
23,2.40e-01,-8.00e-02,
24,8.00e-02,-8.00e-02,
25,2.40e-01,8.00e-02,
26,8.00e-02,-8.00e-02,
27,2.40e-01,8.00e-02,
28,8.00e-02,8.00e-02,
29,2.40e-01,-8.00e-02,
30,2.40e-01,8.00e-02,
31,8.00e-02,-8.00e-02,
32,8.00e-02,-8.00e-02,
33,2.40e-01,1.60e-01,
34,8.00e-02,-8.00e-02,
35,2.40e-01,8.00e-02,
36,8.00e-02,8.00e-02,
37,2.40e-01,-8.00e-02,
38,8.00e-02,8.00e-02,
39,2.40e-01,-2.40e-01,
40,8.00e-02,8.00e-02,
41,3.20e-01,-1.60e-01,
42,8.00e-02,-1.60e-01,
43,2.40e-01,8.00e-02,
44,8.00e-02,1.60e-01,
45,2.40e-01,-8.00e-02,
46,8.00e-02,8.00e-02,
47,2.40e-01,-1.60e-01,
48,8.00e-02,8.00e-02,
49,2.40e-01,-8.00e-02,
50,8.00e-02,-8.00e-02,
51,2.40e-01,1.60e-01,
52,8.00e-02,1.60e-01,
53,2.40e-01,0.00e+00,
54,8.00e-02,-8.00e-02,
55,2.40e-01,1.60e-01,
56,8.00e-02,0.00e+00,
57,2.40e-01,1.60e-01,
58,2.40e-01,1.60e-01,
59,8.00e-02,-8.00e-02,
60,8.00e-02,-8.00e-02,
61,2.40e-01,1.60e-01,
62,2.40e-01,1.60e-01,
63,8.00e-02,-8.00e-02,
64,8.00e-02,-8.00e-02,
65,2.40e-01,1.60e-01,
66,8.00e-02,-8.00e-02,
67,2.40e-01,1.60e-01,
68,8.00e-02,-8.00e-02,
69,2.40e-01,8.00e-02,
70,8.00e-02,0.00e+00,
71,2.40e-01,1.60e-01,
72,8.00e-02,1.60e-01,
73,2.40e-01,-8.00e-02,
